Intercept__0,beta_size__0,p_choose_last_seen_sd
40.54912752346902,-66.25814583916952,21.756237146921343
52.8559820285078,-65.73207678440698,20.051763270239764
42.573209262598695,-60.86750378556658,18.77748768065747
42.599518594881836,-61.73783068872416,20.748618390106373
46.726045716727945,-86.3601985927664,22.657350304829077
50.038977941628666,-91.9674087721289,20.453149135724793
41.89048814956286,-83.25306173505939,22.302828816775012
49.05877520778763,-77.13963215058428,21.350203945370577
47.10747621641298,-83.80824401862071,21.104356672396968
46.745432879896896,-61.75893834622864,21.058455371192924
43.379895991715564,-64.97628339060132,20.08542906226803
48.02663131299727,-57.46963078763844,22.18145104777927
46.09883788047291,-49.31562195659947,22.6657752779652
48.90839182945534,-58.05231157820689,21.78575521027891
47.36816032075198,-10.211418928872478,20.902491809399322
46.40239367733488,-10.558437469422943,20.374478981151995
42.53941084953117,2.4116415299267366,22.179521210731018
46.47664577006875,-7.327424333954039,22.642181648231972
42.24418764605219,-23.74104438199928,17.812823249955525
42.47975219613629,-22.542496171482917,21.324508140774668
44.932868857533286,-18.41375701255825,22.180952823729005
46.28071510651279,-30.389998134795164,18.977803007272573
42.972321582694725,-33.67747014932072,22.16371006603602
46.83450851619927,-32.31729770933023,20.021977796381872
44.39609289928937,-25.883350561272543,21.50215425753513
49.92826751198851,-25.00237263297456,22.47837868071513
39.96344982093743,-72.81846546255463,22.4901861917315
43.70664079296869,-75.52908811138184,21.361768418075304
43.227639475748425,-85.362520363385,20.804763963122866
46.1595033964142,-180.74752261598277,20.610603951858295
45.06794071334827,-172.73660754245884,20.89328415196176
45.49375135985077,-179.29463802085417,21.02262284083082
48.84511503191762,-186.36214468268884,22.768642821506074
48.11045162005841,-212.3493747959202,22.43994167396297
48.70431441611075,-224.1298110475851,20.01265812190604
46.75507139515151,-223.3352010221736,20.835175089273122
48.21750294693508,-223.91851115459733,20.53453162344807
44.96220815333231,-221.62400617062698,21.58459859301462
50.99447329050925,-167.85448776525809,21.767942950068807
44.28050481594891,-150.52126190386272,18.986626155576236
44.28050481594891,-150.52126190386272,18.986626155576236
44.28050481594891,-150.52126190386272,18.986626155576236
44.97261711016501,-188.14191922073007,21.73267592300606
43.69361745119114,-188.5610728224001,19.70499536351157
51.582468581591655,-193.8424053432198,22.13143861495959
48.331739875691596,-203.09042285235464,21.8265579960802
46.66357800325079,-206.31739242004113,20.770149102315713
52.80242636845435,-192.19541592016247,21.854620624755736
47.98214021584612,-105.94218685817822,22.456571011557735
