subject,trial,repeat,choice,rt,item_value_0,cumulative_gaze_0,stimulus_0,item_value_1,cumulative_gaze_1,stimulus_1,item_value_2,cumulative_gaze_2,stimulus_2,item_value_3,cumulative_gaze_3,stimulus_3,item_value_4,cumulative_gaze_4,stimulus_4,item_value_5,cumulative_gaze_5,stimulus_5,item_value_6,cumulative_gaze_6,stimulus_6,item_value_7,cumulative_gaze_7,stimulus_7,item_value_8,cumulative_gaze_8,stimulus_8,setsize,rt_choice_indication,best_chosen,best_seen_chosen,longest_chosen,fixation_count,refixation_count,seen_items_count,gaze_onset_0,gaze_onset_1,gaze_onset_2,gaze_onset_3,gaze_onset_4,gaze_onset_5,gaze_onset_6,gaze_onset_7,gaze_onset_8,v,alpha,gamma,zeta,tau
29.0,47.0,0.0,1.0,926.0,1.0,0.03511140328990523,nr56.png,2.0,0.3045196549482976,nr93.png,-3.0,0.03621553546883307,nr81.png,-3.0,0.08391404559851566,nr49.png,-2.0,0.18129850377995094,nr109.png,1.0,0.05564826181796301,nr65.png,-3.0,0.03776132051933205,nr20.png,-3.0,0.056310741125319724,nr120.png,0.0,0.03091570100997945,nr125.png,9,1339.915489,1.0,1.0,1.0,21.0,12.0,9.0,2113.0,447.0,2769.0,773.0,0.0,1305.0,1869.0,1623.0,6943.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,48.0,0.0,5.0,5602.0,-3.0,0.07546965789644686,nr46.png,0.0,0.11751703872446725,nr21.png,0.0,0.0,nr79.png,-3.0,0.07331338195654838,nr31.png,-3.0,0.16243945413901895,nr112.png,3.0,0.10637627970165844,nr55.png,-3.0,0.03665669097827418,nr57.png,-3.0,0.0927198654156347,nr88.png,-3.0,0.06756331278348575,nr121.png,9,1304.517236,1.0,1.0,0.0,10.0,2.0,8.0,723.0,467.0,2782.575221,977.0,0.0,1249.0,1919.0,1613.0,2255.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,49.0,0.0,3.0,6127.0,1.0,0.0717713238984083,nr92.png,0.0,0.054050009355591434,nr85.png,-3.0,0.08727747412337307,nr15.png,2.0,0.11341641307402793,nr93.png,-3.0,0.0921508356226477,nr62.png,-2.0,0.07088525817126745,nr101.png,-2.0,0.08151804689695757,nr124.png,-2.0,0.0779737839883942,nr74.png,-1.0,0.08151804689695757,nr60.png,9,1415.09411,1.0,1.0,1.0,9.0,0.0,9.0,662.0,496.0,2060.0,872.0,0.0,1850.0,1170.0,1398.0,1620.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,50.0,0.0,1.0,2741.0,-3.0,0.07041148685791704,nr3.png,2.0,0.05813041356874546,nr4.png,0.0,0.09988606275192884,nr84.png,1.0,0.10930155227362703,nr92.png,-3.0,0.14819161768933706,nr106.png,-1.0,0.08924246590131346,nr87.png,-2.0,0.07778013083141999,nr14.png,-2.0,0.0794176072699762,nr48.png,0.0,0.05485546069163304,nr21.png,9,1383.6375150000001,0.0,0.0,0.0,10.0,1.0,9.0,673.0,487.0,2081.0,889.0,0.0,1815.0,1153.0,1391.0,1631.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,53.0,0.0,0.0,2904.0,2.0,0.12937198734651026,nr100.png,2.0,0.207576626888558,nr51.png,-1.0,0.0,nr99.png,-1.0,0.1034975898772082,nr52.png,2.0,0.1883888714618846,nr93.png,-3.0,0.05523747774345382,nr62.png,0.0,0.0,nr125.png,-3.0,0.07151799749941916,nr20.png,-2.0,0.06221484335315325,nr91.png,9,1188.428713,1.0,1.0,1.0,11.0,4.0,7.0,686.0,1078.0,3439.693624,246.0,0.0,2204.0,3439.693624,1628.0,1942.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,59.0,0.0,5.0,4915.0,-3.0,0.05850692258558736,nr12.png,-3.0,0.07808883136933496,nr81.png,-1.0,0.13468532382967865,nr58.png,-2.0,0.0663874468522175,nr29.png,0.0,0.0912230384803852,nr83.png,2.0,0.1380285765488551,nr39.png,-1.0,0.14304345562761972,nr60.png,-3.0,0.07832763513499043,nr107.png,-2.0,0.03653697614528517,nr124.png,9,1334.058018,1.0,1.0,0.0,22.0,13.0,9.0,2237.0,533.0,783.0,1903.0,0.0,991.0,1693.0,1487.0,1293.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,60.0,0.0,5.0,1035.0,0.0,0.10746714782831636,nr75.png,-3.0,0.05759005051086812,nr15.png,-3.0,0.05707585363130679,nr46.png,-2.0,0.05193388483569356,nr63.png,0.0,0.1768837265690949,nr53.png,2.0,0.16402880458006186,nr39.png,-1.0,0.05604745987218414,nr87.png,2.0,0.0437067347627124,nr100.png,-3.0,0.06941657874077853,nr102.png,9,1285.7902689999999,1.0,1.0,0.0,12.0,3.0,9.0,2367.0,451.0,721.0,2117.0,0.0,987.0,1847.0,1633.0,1319.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,71.0,0.0,2.0,1147.0,-1.0,0.14625899831063546,nr60.png,-3.0,0.0,nr72.png,3.0,0.3290827461989297,nr55.png,-3.0,0.017605249796650558,nr19.png,0.0,0.2410564972156769,nr96.png,3.0,0.07448374913967545,nr41.png,2.0,0.0,nr76.png,-1.0,0.0,nr58.png,1.0,0.0,nr65.png,9,1434.777699,1.0,1.0,1.0,5.0,0.0,5.0,1190.0,1476.832212,640.0,1450.0,0.0,484.0,1476.832212,1476.832212,1476.832212,8e-08,3.249e-05,0.6,0.27,2.52
29.0,75.0,0.0,0.0,1899.0,2.0,0.16366951522866496,nr39.png,0.0,0.1114232204651172,nr84.png,-2.0,0.05331254567708957,nr124.png,-2.0,0.06450818026927838,nr48.png,-3.0,0.14341074787137095,nr46.png,-1.0,0.05811067478802762,nr60.png,-2.0,0.038385032887504486,nr29.png,-2.0,0.07543725213308174,nr109.png,-3.0,0.09596258221876122,nr54.png,9,1428.462769,1.0,1.0,1.0,14.0,5.0,9.0,978.0,178.0,2554.0,1372.0,0.0,2290.0,1660.0,696.0,1866.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,79.0,0.0,7.0,3349.0,-3.0,0.07042179855612049,nr112.png,-2.0,0.07205951480161167,nr14.png,-1.0,0.08761781913377782,nr50.png,-1.0,0.08925553537926899,nr89.png,-1.0,0.14985103646244244,nr99.png,-3.0,0.09744411660672486,nr81.png,-2.0,0.09826297472947043,nr91.png,0.0,0.07287837292435725,nr53.png,2.0,0.06960294043337491,nr39.png,9,1455.085243,1.0,1.0,0.0,9.0,0.0,9.0,754.0,970.0,1194.0,488.0,0.0,1454.0,2168.0,1946.0,1732.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,85.0,0.0,0.0,4199.0,2.0,0.1866344726753362,nr51.png,-3.0,0.06372884432816359,nr57.png,0.0,0.06448752104635601,nr44.png,-3.0,0.07510899510104993,nr90.png,0.0,0.17411630682516122,nr21.png,-3.0,0.0902825294648984,nr81.png,-1.0,0.08497179243755144,nr7.png,-1.0,0.0,nr52.png,0.0,0.08269576228297416,nr84.png,9,1278.525133,1.0,1.0,1.0,9.0,1.0,8.0,1993.0,485.0,703.0,1749.0,0.0,917.0,1481.0,2636.16894,1197.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,94.0,0.0,1.0,792.0,-1.0,0.0674052766840576,nr98.png,3.0,0.2251949016490106,nr10.png,-2.0,0.07659690532279273,nr124.png,0.0,0.11489535798418908,nr53.png,-2.0,0.20144986099894485,nr14.png,2.0,0.0,nr100.png,0.0,0.0,nr83.png,2.0,0.07889481248247651,nr39.png,-3.0,0.044426205087219776,nr88.png,9,1184.277894,1.0,1.0,1.0,9.0,2.0,7.0,799.0,497.0,2389.0,2021.0,0.0,2611.071546,2611.071546,1405.0,1655.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,105.0,0.0,7.0,2754.0,1.0,0.09145256468191,nr9.png,0.0,0.06301773364635814,nr97.png,0.0,0.07070282311542621,nr1.png,-3.0,0.13794735596977178,nr81.png,1.0,0.10835976151385973,nr92.png,-3.0,0.07147133206233301,nr88.png,-1.0,0.07761940363758747,nr87.png,2.0,0.07454536784996024,nr18.png,-3.0,0.08991554678809638,nr95.png,9,1173.7624210000001,0.0,0.0,0.0,10.0,1.0,9.0,641.0,431.0,2203.0,1179.0,0.0,1971.0,933.0,1441.0,1683.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,109.0,0.0,1.0,7576.0,2.0,0.1258918972613205,nr39.png,3.0,0.18513514303135367,nr10.png,-3.0,0.07876658812606684,nr20.png,-3.0,0.06866830759708391,nr49.png,0.0,0.02086977975989805,nr85.png,-1.0,0.06462899538549073,nr50.png,-2.0,0.07472727591447366,nr48.png,-2.0,0.06732187019321953,nr113.png,1.0,0.06058968317389756,nr69.png,9,1435.3561000000002,1.0,1.0,1.0,11.0,2.0,9.0,568.0,182.0,2396.0,972.0,0.0,2158.0,1638.0,1392.0,1930.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,111.0,0.0,3.0,3727.0,-3.0,0.09243210075270986,nr88.png,-1.0,0.0803757397849651,nr60.png,-1.0,0.053248927607539374,nr89.png,2.0,0.14266693811831305,nr76.png,-3.0,0.1905574830735214,nr114.png,-3.0,0.08774351593192023,nr15.png,-3.0,0.032150295913986035,nr12.png,-3.0,0.06463549074374278,nr81.png,-2.0,0.07434755930109271,nr124.png,9,1433.443817,1.0,1.0,0.0,17.0,8.0,9.0,743.0,505.0,2105.0,939.0,0.0,1831.0,1173.0,1425.0,1607.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,113.0,0.0,0.0,1688.0,2.0,0.14383338165957552,nr39.png,0.0,0.04912715123097457,nr53.png,-1.0,0.09279573010295196,nr52.png,-3.0,0.058952581477169474,nr19.png,-1.0,0.2560070436369675,nr50.png,-3.0,0.08679130050805506,nr20.png,-2.0,0.056769152533570615,nr91.png,-3.0,0.04257686440017795,nr15.png,-3.0,0.05403986635407202,nr120.png,9,1966.7953710000002,1.0,1.0,0.0,11.0,2.0,9.0,744.0,512.0,2404.0,1070.0,0.0,2034.0,1330.0,1584.0,1788.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,115.0,0.0,0.0,2921.0,0.0,0.18507489240544506,nr96.png,-2.0,0.09903673172197726,nr14.png,-1.0,0.1235895881280508,nr58.png,-3.0,0.08603816068346774,nr107.png,-2.0,0.15185632197369847,nr29.png,-3.0,0.05962836555760714,nr54.png,-2.0,0.03280591738290497,nr48.png,-2.0,0.06416754909486444,nr74.png,-3.0,0.03899571311552855,nr95.png,9,1470.7219519999999,1.0,1.0,1.0,26.0,17.0,9.0,577.0,199.0,2705.0,879.0,0.0,1331.0,2059.0,1823.0,1599.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,118.0,0.0,4.0,5328.0,1.0,0.10912141281433853,nr42.png,-1.0,0.07806377993641139,nr52.png,-3.0,0.0,nr88.png,0.0,0.08393954831872194,nr44.png,2.0,0.21824282562867706,nr51.png,-3.0,0.09317289863378136,nr102.png,-1.0,0.09736987604971743,nr99.png,-2.0,0.08393954831872194,nr113.png,-3.0,0.0,nr81.png,9,1021.5439029999999,1.0,1.0,1.0,8.0,1.0,7.0,876.0,652.0,2382.667098000001,1180.0,0.0,1444.0,1952.0,1708.0,2382.667098000001,8e-08,3.249e-05,0.6,0.27,2.52
29.0,120.0,0.0,4.0,123.0,-3.0,0.08436749565241311,nr95.png,-3.0,0.06287766185415694,nr62.png,-1.0,0.09829609163276433,nr58.png,-3.0,0.053724584495640416,nr3.png,0.0,0.1647553924532973,nr79.png,0.0,0.060489902543239576,nr85.png,-1.0,0.053326624610487525,nr87.png,0.0,0.10346957013975193,nr84.png,2.0,0.1042654899100577,nr76.png,9,1657.156257,1.0,1.0,0.0,16.0,7.0,9.0,696.0,512.0,1088.0,1964.0,0.0,2550.0,2922.0,1668.0,1386.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,122.0,0.0,6.0,1451.0,-3.0,0.12628741957890954,nr11.png,2.0,0.08514833592820416,nr51.png,-2.0,0.0,nr101.png,0.0,0.0,nr79.png,0.0,0.1750802862343973,nr97.png,1.0,0.08658342024160086,nr56.png,2.0,0.08227816730141076,nr18.png,-3.0,0.10045590193776896,nr31.png,-2.0,0.09280211893298657,nr74.png,9,1255.408993,1.0,1.0,0.0,7.0,0.0,7.0,717.0,493.0,2090.469509,2090.469509,0.0,1909.0,1191.0,1411.0,1667.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,129.0,0.0,7.0,4155.0,-3.0,0.07199627316013052,nr106.png,-3.0,0.10651907627379968,nr94.png,-3.0,0.060488672122240815,nr120.png,-2.0,0.0767173402525981,nr48.png,-2.0,0.11271547683266338,nr91.png,-3.0,0.04839093769779265,nr27.png,-3.0,0.0666850726811045,nr12.png,1.0,0.16346694807668982,nr69.png,-1.0,0.11714147723185173,nr50.png,9,1479.1358699999994,1.0,1.0,1.0,21.0,12.0,9.0,688.0,474.0,2158.0,898.0,0.0,1856.0,1186.0,1400.0,1608.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,130.0,0.0,3.0,2459.0,2.0,0.07895384924765918,nr100.png,-3.0,0.05502844038473215,nr94.png,-3.0,0.06778865844495989,nr57.png,1.0,0.16548407796857856,nr65.png,-3.0,0.19299829816094466,nr2.png,0.0,0.08692898553530151,nr44.png,-1.0,0.0,nr98.png,-1.0,0.08453644464900881,nr50.png,-2.0,0.09011904005035844,nr101.png,9,1343.770852,1.0,1.0,0.0,8.0,0.0,8.0,1856.0,1674.0,1460.0,2092.0,0.0,1192.0,2507.7941339999998,660.0,916.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,135.0,0.0,7.0,3706.0,0.0,0.06864393277109995,nr53.png,2.0,0.2084431617073645,nr39.png,-1.0,0.12054544291510234,nr89.png,-3.0,0.07115529616516457,nr106.png,-3.0,0.16993558966504013,nr12.png,-3.0,0.09459468784310117,nr114.png,-3.0,0.0,nr121.png,3.0,0.004604166222451826,nr55.png,-2.0,0.07282953842787432,nr113.png,9,1573.5018040000002,1.0,1.0,0.0,9.0,1.0,8.0,748.0,958.0,1212.0,530.0,0.0,1888.0,2389.1405019999997,2378.0,2158.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,138.0,0.0,0.0,3986.0,2.0,0.06656458504100525,nr100.png,-3.0,0.14395267984477558,nr94.png,-3.0,0.05790577723079319,nr106.png,-3.0,0.08117632322073813,nr3.png,-1.0,0.07630574382749382,nr89.png,-1.0,0.05844695271893145,nr52.png,0.0,0.24839954905545866,nr96.png,-3.0,0.05465872430196367,nr19.png,0.0,0.04383521453919858,nr79.png,9,1082.218557,1.0,1.0,0.0,11.0,2.0,9.0,2131.0,127.0,1481.0,1765.0,0.0,1217.0,2745.0,749.0,1007.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,144.0,0.0,4.0,1844.0,-3.0,0.08580220028469271,nr102.png,1.0,0.13062947227016486,nr30.png,1.0,0.037823010737742094,nr56.png,-3.0,0.13763373351789485,nr88.png,-1.0,0.11557031058754527,nr87.png,-2.0,0.03572173236342309,nr101.png,-3.0,0.03572173236342309,nr90.png,-3.0,0.06023664673047815,nr54.png,-3.0,0.06759112104059467,nr112.png,9,1535.889717,1.0,1.0,0.0,16.0,7.0,9.0,3076.0,2438.0,2786.0,694.0,0.0,1900.0,948.0,1200.0,1594.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,151.0,0.0,5.0,6426.0,-3.0,0.13264558021812142,nr120.png,-3.0,0.16125541124555934,nr114.png,-2.0,0.0,nr63.png,-3.0,0.0,nr90.png,0.0,0.2821969696797289,nr96.png,3.0,0.1443496020020733,nr55.png,-3.0,0.0,nr15.png,-3.0,0.0,nr111.png,-2.0,0.0897308336769645,nr109.png,9,1230.538724,1.0,1.0,0.0,5.0,0.0,5.0,861.0,565.0,1537.932886,1537.932886,0.0,1135.0,1537.932886,1537.932886,1399.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,153.0,0.0,7.0,2797.0,-1.0,0.0,nr50.png,-1.0,0.0,nr99.png,0.0,0.0,nr125.png,-1.0,0.0,nr52.png,-3.0,0.3499914863308962,nr19.png,-1.0,0.16994778903567556,nr98.png,2.0,0.0,nr18.png,3.0,0.1792023716069252,nr10.png,-3.0,0.08749787158272405,nr54.png,9,1140.085576,1.0,1.0,0.0,4.0,0.0,4.0,1188.6003409999996,1188.6003409999996,1188.6003409999996,1188.6003409999996,0.0,595.0,1188.6003409999996,975.0,835.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,158.0,0.0,1.0,4494.0,-1.0,0.08031304904556774,nr7.png,0.0,0.13076094417469322,nr83.png,-3.0,0.06901272053664365,nr114.png,-3.0,0.09847429129205293,nr120.png,-2.0,0.1856482540751817,nr63.png,-3.0,0.039147566620201364,nr106.png,-1.0,0.05165864461222448,nr58.png,-1.0,0.03712965081503634,nr87.png,-3.0,0.06820555421457764,nr62.png,9,1292.393597,1.0,1.0,0.0,14.0,5.0,9.0,818.0,2178.0,2450.0,648.0,0.0,1066.0,1534.0,1304.0,2856.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,162.0,0.0,6.0,4762.0,0.0,0.09399762597507004,nr75.png,-3.0,0.1044418066389667,nr95.png,1.0,0.0,nr56.png,-3.0,0.13113249055781373,nr112.png,0.0,0.10560227115717744,nr125.png,-3.0,0.0,nr15.png,3.0,0.11140459374823114,nr10.png,-3.0,0.11488598730286335,nr28.png,-1.0,0.04003602587827057,nr98.png,9,1361.991277,1.0,1.0,0.0,7.0,0.0,7.0,700.0,474.0,1723.4477819999993,904.0,0.0,1723.4477819999993,1172.0,1410.0,1654.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,163.0,0.0,3.0,7117.0,-3.0,0.08011674309476438,nr45.png,-3.0,0.151667545103925,nr95.png,-3.0,0.05341116206317624,nr57.png,1.0,0.12748135850927916,nr56.png,-3.0,0.09724862526597183,nr94.png,-2.0,0.05844995093706079,nr74.png,0.0,0.040814189878464864,nr96.png,-3.0,0.11589214409934467,nr19.png,0.0,0.07457407533349136,nr83.png,9,1573.3760510000006,0.0,0.0,0.0,14.0,5.0,9.0,657.0,285.0,2227.0,911.0,0.0,1945.0,1193.0,1399.0,2857.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,167.0,0.0,1.0,618.0,1.0,0.0,nr56.png,2.0,0.17593169883625032,nr4.png,-3.0,0.0,nr111.png,-3.0,0.0,nr15.png,-3.0,0.16139188901507262,nr94.png,-3.0,0.0,nr12.png,-3.0,0.0,nr62.png,3.0,0.1875635466931925,nr55.png,0.0,0.10468663071247954,nr75.png,9,1359.1377690000004,1.0,1.0,1.0,5.0,1.0,4.0,1375.53381,192.0,1375.53381,1375.53381,0.0,1375.53381,1375.53381,666.0,974.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,170.0,0.0,3.0,2990.0,-2.0,0.10314099707062184,nr109.png,-3.0,0.13397696526699332,nr54.png,-3.0,0.0,nr81.png,2.0,0.13397696526699332,nr39.png,-2.0,0.19033235541898247,nr91.png,-3.0,0.0,nr90.png,-3.0,0.10101437857432036,nr19.png,-3.0,0.1307870375225411,nr46.png,-3.0,0.0196712210907887,nr106.png,9,1315.973292,1.0,1.0,0.0,7.0,0.0,7.0,781.0,479.0,1880.920347,1019.0,0.0,1880.920347,1313.0,1553.0,1843.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,186.0,0.0,3.0,3364.0,0.0,0.0,nr1.png,0.0,0.0,nr53.png,2.0,0.0,nr51.png,3.0,0.31663600917087864,nr10.png,-1.0,0.3970357481766503,nr7.png,-3.0,0.0,nr15.png,-3.0,0.0,nr95.png,-3.0,0.0,nr90.png,2.0,0.0,nr93.png,9,2025.718141,1.0,1.0,0.0,2.0,0.0,2.0,1007.465957,1007.465957,1007.465957,688.0,0.0,1007.465957,1007.465957,1007.465957,1007.465957,8e-08,3.249e-05,0.6,0.27,2.52
29.0,187.0,0.0,1.0,3067.0,-3.0,0.05259951188919401,nr94.png,2.0,0.2152533871157785,nr80.png,-2.0,0.06190557937728217,nr63.png,-1.0,0.11774198430581125,nr89.png,-3.0,0.1460647983999926,nr2.png,-3.0,0.05664562818836277,nr62.png,-3.0,0.03075048387368265,nr112.png,0.0,0.0967021795501336,nr85.png,-3.0,0.035605823432685174,nr95.png,9,1412.090789,1.0,1.0,1.0,14.0,5.0,9.0,1261.0,595.0,2699.0,921.0,0.0,1591.0,2389.0,2149.0,1931.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,192.0,0.0,4.0,253.0,-1.0,0.09211969955653898,nr58.png,1.0,0.061566282995392636,nr30.png,-3.0,0.06202573286849258,nr95.png,-3.0,0.11715971764048598,nr8.png,0.0,0.14518615989958264,nr79.png,-1.0,0.05191783566029379,nr89.png,2.0,0.07994427791939042,nr80.png,0.0,0.10245732170128774,nr1.png,-3.0,0.08591712626968973,nr111.png,9,1595.3020259999994,1.0,1.0,0.0,16.0,7.0,9.0,586.0,4006.0,1960.0,806.0,0.0,1684.0,1050.0,1252.0,1502.0,8e-08,3.249e-05,0.6,0.27,2.52
